% Auto-generated file for SIRS Project
% Date: Wed Dec 11 17:15:37 WET 2013
%
@RELATION virus

@ATTRIBUTE Nice NUMERIC
@ATTRIBUTE Priority NUMERIC
@ATTRIBUTE Processor NUMERIC
@ATTRIBUTE Threads NUMERIC
@ATTRIBUTE Tty NUMERIC
@ATTRIBUTE State NUMERIC
@ATTRIBUTE CPU_usage NUMERIC
@ATTRIBUTE CPU_idle NUMERIC
@ATTRIBUTE TIME_total NUMERIC
@ATTRIBUTE TIME_user NUMERIC
@ATTRIBUTE TIME_sys NUMERIC
@ATTRIBUTE MEM_Size NUMERIC
@ATTRIBUTE MEM_Resident NUMERIC
@ATTRIBUTE MEM_Share NUMERIC
@ATTRIBUTE MEM_Available NUMERIC
@ATTRIBUTE MEM_Used NUMERIC
@ATTRIBUTE Root? NUMERIC
@ATTRIBUTE Known? NUMERIC
@ATTRIBUTE Webcam? NUMERIC
@ATTRIBUTE Internet? NUMERIC
@ATTRIBUTE class {true,false}

@DATA
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,2580,0,2580,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,360,0,360,0,0,0,683528192,366940160,1,1,0,0,false
5,25,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
19,39,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,20,0,20,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,1100,0,1100,0,0,0,683528192,366940160,1,0,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,830,0,830,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,170,110,60,2973696,704512,589824,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,110,30,80,12083200,995328,827392,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,380,240,140,4354048,1724416,1048576,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,4980736,1241088,1179648,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,4063232,1134592,1085440,683528192,366940160,1,1,0,0,false
0,20,0,4,0,83,0.0,88.63636363636364,1100,100,1000,30797824,876544,794624,683528192,366940160,0,1,0,0,false
-10,10,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,50,0,50,3575808,1290240,1179648,683528192,366940160,0,1,0,1,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,3575808,192512,176128,683528192,366940160,0,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,8040448,1404928,1392640,683528192,366940160,1,1,0,1,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,80,80,0,3239936,475136,376832,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,90,70,20,7806976,2117632,1875968,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,60,40,20,3223552,528384,434176,683528192,366940160,1,1,0,0,false
0,20,0,4,0,83,0.0,88.63636363636364,2080,60,2020,46501888,4341760,3948544,683528192,366940160,1,1,0,0,false
0,20,0,3,0,83,0.0,88.63636363636364,480,200,280,37105664,4747264,3371008,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,20,20,0,5668864,1110016,946176,683528192,366940160,1,1,0,1,false
0,20,0,1,1028,83,0.0,88.63636363636364,0,0,0,4780032,671744,667648,683528192,366940160,1,1,0,0,false
0,20,0,1,1029,83,0.0,88.63636363636364,0,0,0,4780032,671744,667648,683528192,366940160,1,1,0,0,false
0,20,0,1,1026,83,0.0,88.63636363636364,0,0,0,4780032,671744,667648,683528192,366940160,1,1,0,0,false
0,20,0,1,1027,83,0.0,88.63636363636364,0,0,0,4780032,671744,667648,683528192,366940160,1,1,0,0,false
0,20,0,1,1030,83,0.0,88.63636363636364,0,0,0,4780032,671744,667648,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,10,0,10,3244032,770048,712704,683528192,366940160,1,1,0,0,false
0,20,0,3,0,83,0.0,88.63636363636364,10,10,0,34738176,2609152,2457600,683528192,366940160,1,1,0,0,false
0,20,0,3,0,83,0.0,88.63636363636364,200,80,120,37105664,3321856,3125248,683528192,366940160,1,1,0,0,false
0,20,0,1,1025,83,0.0,88.63636363636364,0,0,0,4780032,671744,667648,683528192,366940160,1,1,0,0,false
0,20,0,3,0,83,0.0,88.63636363636364,10,0,10,53428224,3112960,3067904,683528192,366940160,0,1,0,0,false
0,20,0,1,1031,83,2.3,88.63636363636364,115730,77230,38500,94298112,44716032,11726848,683528192,366940160,1,1,0,0,false
0,20,0,2,0,83,0.0,88.63636363636364,0,0,0,17752064,3080192,2486272,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,90,30,60,6877184,1617920,1183744,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,4243456,212992,0,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,130,80,50,4689920,1728512,950272,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,30,30,0,6303744,999424,860160,683528192,366940160,0,1,0,0,false
0,20,0,3,0,83,0.0,88.63636363636364,320,160,160,52752384,6762496,5410816,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,6594560,618496,380928,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,20,20,0,6307840,380928,200704,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,10,10,0,6307840,380928,200704,683528192,366940160,0,1,0,0,false
0,20,0,2,0,83,0.0,88.63636363636364,20,0,20,37965824,2666496,2269184,683528192,366940160,0,1,0,0,false
0,20,0,5,0,83,0.0,88.63636363636364,10,0,10,44347392,3371008,2834432,683528192,366940160,0,1,0,0,false
0,20,0,2,0,83,0.0,88.63636363636364,2720,1760,960,37588992,11558912,6848512,683528192,366940160,0,1,0,0,false
0,20,0,3,0,83,0.2,88.63636363636364,11170,9780,1390,146743296,14376960,10342400,683528192,366940160,0,1,0,0,false
0,20,0,3,0,83,0.0,88.63636363636364,230,170,60,210841600,14385152,10178560,683528192,366940160,0,1,0,0,false
0,20,0,3,0,83,0.1,88.63636363636364,7550,6180,1370,156663808,18505728,12931072,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,80,10,70,6922240,1277952,1060864,683528192,366940160,0,1,0,0,false
0,20,0,3,0,83,0.0,88.63636363636364,10,10,0,27422720,3538944,3035136,683528192,366940160,0,1,0,0,false
0,20,0,3,0,83,0.0,88.63636363636364,150,90,60,49180672,4808704,3739648,683528192,366940160,0,1,0,0,false
0,20,0,5,0,83,0.0,88.63636363636364,160,100,60,62136320,5140480,3760128,683528192,366940160,1,1,0,0,false
0,20,0,3,0,83,0.0,88.63636363636364,0,0,0,40275968,2494464,2060288,683528192,366940160,0,1,0,0,false
0,20,0,2,0,83,0.0,88.63636363636364,0,0,0,28446720,2543616,2146304,683528192,366940160,0,1,0,0,false
0,20,0,2,0,83,0.0,88.63636363636364,10,0,10,29577216,2674688,2183168,683528192,366940160,0,1,0,0,false
0,20,0,4,0,83,0.0,88.63636363636364,0,0,0,45469696,3735552,3211264,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,30,20,10,3895296,1671168,1339392,683528192,366940160,0,1,0,0,false
0,20,0,2,0,83,0.0,88.63636363636364,50,40,10,21196800,3592192,3084288,683528192,366940160,0,1,0,0,false
0,20,0,2,0,83,0.0,88.63636363636364,160,100,60,17702912,3080192,2633728,683528192,366940160,0,1,0,0,false
0,20,0,2,0,83,0.0,88.63636363636364,10,10,0,55816192,4505600,3559424,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,20,20,0,10461184,2277376,1835008,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,2150,150,2000,5877760,1466368,1032192,683528192,366940160,0,1,0,0,false
0,20,0,3,0,83,0.2,88.63636363636364,9930,8510,1420,120594432,14086144,10084352,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,2498560,704512,573440,683528192,366940160,0,1,0,0,false
0,20,0,1,34816,83,0.0,88.63636363636364,720,520,200,7688192,2682880,1638400,683528192,366940160,0,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,6,0,83,0.0,88.63636363636364,170,80,90,65589248,4300800,3477504,683528192,366940160,0,1,0,0,false
0,20,0,3,0,83,0.0,88.63636363636364,10,0,10,24887296,2678784,2109440,683528192,366940160,0,1,0,0,false
0,20,0,2,0,83,0.5,88.63636363636364,23190,14240,8950,109330432,13295616,10084352,683528192,366940160,0,1,0,0,false
0,20,0,33,0,83,4.5,88.63636363636364,168820,145730,23090,571084800,158994432,33656832,683528192,366940160,0,1,0,0,false
0,20,0,4,0,83,0.0,88.63636363636364,600,480,120,144355328,17870848,12271616,683528192,366940160,0,1,0,0,false
0,20,0,4,0,83,0.1,88.63636363636364,6600,6370,230,217575424,36655104,14491648,683528192,366940160,0,1,0,0,false
0,20,0,2,0,83,0.5,88.63636363636364,21140,12940,8200,109309952,13152256,9965568,683528192,366940160,0,1,0,0,false
0,20,0,2,0,83,0.0,88.63636363636364,720,560,160,154091520,29290496,14958592,683528192,366940160,0,1,0,0,false
0,20,0,1,34816,83,0.0,88.63636363636364,0,0,0,7786496,1687552,1286144,683528192,366940160,1,0,0,0,false
0,20,0,1,34816,83,0.0,88.63636363636364,0,0,0,7438336,1372160,1003520,683528192,366940160,1,0,0,0,false
0,20,0,1,34816,83,0.0,88.63636363636364,170,150,20,7020544,1896448,1523712,683528192,366940160,1,1,0,0,false
0,20,0,1,34821,83,0.0,88.63636363636364,580,500,80,7708672,2748416,1679360,683528192,366940160,0,1,0,0,false
0,20,0,64,0,83,0.0,88.63636363636364,20,10,10,21729280,3133440,2502656,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,220,0,220,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,150,0,150,0,0,0,683528192,366940160,1,1,0,0,false
-20,0,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,0,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,30,0,30,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,88.63636363636364,0,0,0,0,0,0,683528192,366940160,1,0,0,0,false
0,20,0,13,34816,83,60.0,88.63636363636364,600,400,200,695652352,31563776,13279232,683528192,366940160,1,1,0,0,false
0,20,0,9,34816,83,0.0,88.63636363636364,320,200,120,689111040,22863872,11395072,683528192,366940160,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,1780,360,1420,4136960,1855488,1146880,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,20,0,20,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,1940,0,1940,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,-100,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,1060,0,1060,0,0,0,670883840,379584512,1,1,0,0,false
0,-100,0,1,0,83,0.0,54.8582995951417,2770,0,2770,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,2580,0,2580,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,360,0,360,0,0,0,670883840,379584512,1,1,0,0,false
5,25,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
19,39,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,20,0,20,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,1100,0,1100,0,0,0,670883840,379584512,1,0,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,830,0,830,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
-20,0,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,170,110,60,2973696,704512,589824,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,110,30,80,12083200,995328,827392,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,380,240,140,4354048,1724416,1048576,670883840,379584512,0,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,4980736,1241088,1179648,670883840,379584512,1,1,0,0,false
0,20,0,1,0,83,0.0,54.8582995951417,0,0,0,4063232,1134592,1085440,670883840,379584512,1,1,0,0,false
0,20,0,4,0,83,0.0,54.8582995951417,1100,100,1000,30797824,876544,794624,670883840,379584512,0,1,0,0,false
-10,10,0,1,0,83,0.0,54.8582995951417,0,0,0,0,0,0,670883840,379584512,1,1,0,0,false
